user_id,item_id,category_id,behavior_type,timestamp
107932,2411296,1730594,buy,1511665132
107961,3251377,2733371,buy,1511872934
108037,234293,4151801,buy,1512304927
108038,1228726,4801426,buy,1512303347
108161,5100098,4756105,buy,1512045210
10836,3547450,1817004,buy,1511956947
108480,1435817,2042400,buy,1511702044
108590,3044312,4756105,buy,1511567463
108634,762246,154040,buy,1511846334
108681,4065074,3776866,buy,1511682455
108865,3610982,1008362,buy,1512057269
109291,1901449,4328342,buy,1511674428
109321,1657669,3189162,buy,1512185430
109364,4633305,3664107,buy,1512234560
109401,1203154,4606718,buy,1511744745
109606,3888601,4640311,buy,1511885840
109971,1774822,1045172,buy,1512275871
110020,3885379,3673049,buy,1511585237
110056,4494895,35290,buy,1512197546
110196,5159067,4690421,buy,1511680811
110365,2492596,2939262,buy,1511579681
110928,3747818,171529,buy,1511856664
110928,4222417,2817286,buy,1511973453
11145,3078733,3015852,buy,1511939765
111765,3508130,965809,buy,1511964382
111820,2969753,1787510,buy,1512032747
111890,526112,2131531,buy,1512092840
111908,794220,3158249,buy,1512216908
112055,3860380,149192,buy,1512201229
11209,334302,1872294,buy,1512189377
112108,1978336,2465336,buy,1512014538
112471,1813024,2194744,buy,1511913188
112531,3410676,2981856,buy,1512012005
112571,1218479,4565874,buy,1511751089
112684,371769,1045172,buy,1511783849
112768,543929,1789614,buy,1512027944
112921,3962896,582243,buy,1512177486
112934,825953,2407396,buy,1512100078
112997,536713,2188684,buy,1512005093
113031,732767,4478620,buy,1512303689
113321,4156794,1729993,buy,1512044061
113372,4580211,703487,buy,1512119758
113617,2964786,1154246,buy,1511943904
114002,2991563,1747827,buy,1511986225
114341,1948854,1273811,buy,1512181023
114546,2626034,4284875,buy,1511692063
114546,1455617,102272,buy,1511709176
114601,3553731,1879194,buy,1511707022
11465,700643,1090997,buy,1511685486
114824,4192648,339580,buy,1512183166
11498,2276441,4918438,buy,1511786206
115106,2402279,1265358,buy,1512002740
115185,1561253,1288487,buy,1512232876
115337,4835738,4756105,buy,1512118756
11540,3458513,4558987,buy,1511690959
115415,151503,4022701,buy,1511665352
115555,3308,2044304,buy,1512105544
115614,2370422,539513,buy,1511945247
115914,1598622,1834026,buy,1511936962
116151,2267339,4333465,buy,1512204701
11619,2734602,4159072,buy,1511943668
116717,4809791,35290,buy,1511757358
116868,1128071,3607361,buy,1512293778
116885,3602735,1029459,buy,1511612123
117057,95084,2939262,buy,1511703194
117092,653143,5030562,buy,1512141653
117530,3473913,3776866,buy,1512011425
117671,2605613,3882728,buy,1512218498
117782,151763,3624696,buy,1512223823
117957,3684640,2195789,buy,1511704782
118040,1663911,2939262,buy,1512129864
118140,1471215,2225310,buy,1512180589
118202,2684116,2626421,buy,1511914625
118384,731783,866301,buy,1511918399
118477,77376,3549297,buy,1511956303
118711,4200647,1780495,buy,1511614439
118740,895177,937407,buy,1511873778
118867,984545,4284875,buy,1512222256
118867,3608102,4462359,buy,1512263462
11916,4923341,2732466,buy,1512007333
119261,1008591,3002561,buy,1512138264
119468,3869590,1464116,buy,1511692194
119489,3377603,2883724,buy,1511611292
119508,3918812,3497230,buy,1512209139
119562,4106714,1170772,buy,1511747230
119582,3973780,1288487,buy,1511767012
119767,4365772,2521664,buy,1511660042
119775,4733768,4801426,buy,1512273719
119915,2386978,4050612,buy,1512292112
120009,1231671,160181,buy,1512203823
120059,3563222,2558244,buy,1511612630
120283,627999,668498,buy,1511846483
120627,4781128,194104,buy,1512085799
120675,1656415,181182,buy,1511870312
120830,3990990,4756105,buy,1512264105
120929,4624074,1349634,buy,1512230701
120932,3255040,3002561,buy,1512307967
120938,4886189,4718907,buy,1512218102
120986,2055231,1787510,buy,1512122354
121217,4673114,2558244,buy,1511919140
121288,1065301,2747756,buy,1512057311
121288,4401252,4731191,buy,1512093351
121321,3763204,2361828,buy,1512116470
121417,2336255,149192,buy,1512303702
121515,1405588,4801426,buy,1511709114
121575,2577764,2558204,buy,1511692723
121747,4978661,4046054,buy,1511799053
121757,1514237,1433774,buy,1511589830
121789,3197152,569703,buy,1512125577
121798,1696269,804084,buy,1511853295
121937,4515459,2877672,buy,1512037302
121986,4632880,866301,buy,1511993789
122232,4839491,982926,buy,1511769764
122309,1981482,1879194,buy,1511944014
122393,4616932,1628657,buy,1511741377
122504,4166863,174239,buy,1511607897
122504,4960142,1582197,buy,1511747584
122504,2468127,1936748,buy,1511839658
122855,2763776,2832009,buy,1512167996
12298,2504202,411153,buy,1511912892
123000,129752,4069500,buy,1511705715
123109,3189426,800581,buy,1511768638
123611,3351723,3189935,buy,1512307046
123755,1506693,3441583,buy,1511860754
123866,2472592,1781126,buy,1512076960
124098,4028947,4263090,buy,1511648901
124494,2096661,5071267,buy,1512114350
124507,4623257,4784134,buy,1512261716
124563,2301804,3177877,buy,1511539783
124638,1074282,2042400,buy,1511871246
124744,4857572,4850194,buy,1511596985
125052,2085403,2885642,buy,1511881173
125205,401747,4145813,buy,1511935639
125303,1631734,4640311,buy,1511758708
125303,2697910,1286537,buy,1512029347
125344,3015712,2025483,buy,1511768263
125503,1334594,4758477,buy,1512227924
125674,45616,3672452,buy,1512266503
125903,1492886,4918438,buy,1512172857
126015,549012,3742652,buy,1512039858
12617,1359552,4690421,buy,1512055509
12632,4923991,476283,buy,1512311339
126357,3071121,155172,buy,1511680700
126572,232334,4918438,buy,1512198396
126999,3686656,1711596,buy,1512193669
127013,3473683,1299190,buy,1511934775
127054,3061257,2355072,buy,1511873300
127113,3626890,2885642,buy,1512313121
127978,257154,4801426,buy,1512202284
12801,4361162,1879194,buy,1511856294
12801,1486513,2520771,buy,1512213995
128372,3768899,221393,buy,1511741075
128461,2416396,903809,buy,1511797814
128590,4707369,4285553,buy,1512178004
128708,5135625,3844144,buy,1512107712
128727,1112890,583485,buy,1511747997
128778,1553835,1421972,buy,1512043627
129032,4743612,3299155,buy,1511938949
129213,1023553,4756105,buy,1512273144
129392,2453551,4801426,buy,1512211078
129620,2030188,4015820,buy,1511572755
129620,3033748,2986368,buy,1511753905
129702,82128,2615777,buy,1512268178
129723,90154,3645362,buy,1512020407
129878,4290859,2885642,buy,1511850513
129948,321377,3738615,buy,1511735710
130051,4920482,2337395,buy,1511617575
130208,1925177,1789614,buy,1511608850
130503,2156943,3053420,buy,1511593252
130515,86267,929749,buy,1511700511
130605,5015276,2632873,buy,1512276548
13063,1040482,4145813,buy,1511695665
130907,3737240,154040,buy,1512188310
13111,563835,2129666,buy,1511746260
131257,4281116,3898483,buy,1511779080
131516,3878489,4672807,buy,1511961348
131728,11517,2735466,buy,1512034208
131866,3989274,2407396,buy,1512303008
131921,79266,200278,buy,1512040400
132173,1502038,1320293,buy,1511657888
132724,3693816,1464116,buy,1512041760
133048,2662872,4589142,buy,1512033004
13340,1798673,3800818,buy,1511911720
133530,2167765,2096639,buy,1512043543
133849,1684440,2735466,buy,1512311728
133877,2142318,3354571,buy,1512052146
13404,4245608,2735466,buy,1512044930
134164,2896573,4489615,buy,1511777796
134213,3733138,1568197,buy,1511788503
134349,2242611,703717,buy,1511580264
134377,4805919,58836,buy,1511746767
134377,4174803,4387956,buy,1512045332
134386,4967146,2640118,buy,1511704092
134514,2103010,898327,buy,1511609864
134672,2719696,4756105,buy,1511792737
134678,2296096,3975787,buy,1512193445
134773,487470,3033798,buy,1511579025
134944,4323721,1158475,buy,1512045725
135256,4147422,3065645,buy,1511935023
135677,4504971,874415,buy,1511788333
135754,4459282,235534,buy,1512086884
135802,3118739,2297500,buy,1511752018
135947,1036145,1106292,buy,1512026556
136019,2243918,2520377,buy,1512137448
136077,2164813,4897718,buy,1511725296
136118,3652052,1981996,buy,1511620179
136156,4125738,4606718,buy,1512196828
13622,2799125,965809,buy,1511683609
136377,3144641,2096639,buy,1511663042
136494,3464862,140361,buy,1511697827
137000,720799,3776866,buy,1512201647
137104,2780055,866301,buy,1512217975
137504,2751288,4580532,buy,1511555136
137661,4741702,611849,buy,1511878004
137820,3317431,160181,buy,1511676904
137851,1553774,1464116,buy,1511565379
138040,1292120,1464116,buy,1511891834
138147,750517,1936748,buy,1512134864
138657,39934,405755,buy,1511674050
139207,1777854,4357323,buy,1512293898
139327,4034201,3320579,buy,1512083508
139355,4014646,3371868,buy,1511713149
139428,5009684,2878148,buy,1511867386
139493,3505310,1281171,buy,1512008736
13958,441253,4789432,buy,1512043027
139657,1065279,4135836,buy,1511784299
139772,226634,4621949,buy,1512107367
139850,5150575,1125862,buy,1512295932
139959,1979606,374584,buy,1512212115
140025,3720100,4159072,buy,1512005443
140144,4204099,200278,buy,1512013058
140249,2439398,883960,buy,1512127643
140344,2581752,1029459,buy,1511931475
140476,1917497,4993094,buy,1512136701
140576,3482361,1169503,buy,1511600243
14079,3342965,1464116,buy,1512056808
140999,2905244,4156438,buy,1511589118
141022,1353390,65362,buy,1512142126
141118,1911085,2520771,buy,1511683640
141124,2065774,3835723,buy,1512121233
14115,3958656,3415144,buy,1512294425
141198,403792,3747017,buy,1511836194
141360,2244589,5053508,buy,1511850161
141421,4156575,4082778,buy,1511760707
141510,615553,4138583,buy,1511744791
141606,401949,3231625,buy,1511690920
141733,837989,2578647,buy,1511780713
142057,103981,4217906,buy,1511946091
14207,1335497,1046047,buy,1511958223
142262,2438165,2735466,buy,1511616370
142436,2420954,1320293,buy,1511758405
142461,5061417,2735466,buy,1511668622
142579,2493292,4528620,buy,1511848132
142629,1117157,3736316,buy,1512187112
142704,4221723,904454,buy,1511763998
143006,3944131,3898483,buy,1512011458
143120,2203643,1859277,buy,1511629638
143306,4812909,3084958,buy,1511833701
143372,4188775,4145813,buy,1512040013
143378,3792887,5071267,buy,1511585588
143530,2152996,4159072,buy,1511593209
143648,4454651,4159072,buy,1512177515
143707,5084689,3770700,buy,1512128838
143815,740947,904454,buy,1511839529
144240,1520442,672001,buy,1511878614
144355,900036,2629787,buy,1512283093
144521,1550896,2885642,buy,1511837631
14464,4205850,1787510,buy,1511614252
144786,3803149,983613,buy,1511789990
144953,3502062,149192,buy,1512308902
145134,1702108,3065645,buy,1511828708
145134,2543947,535180,buy,1512104782
14514,3875579,4244487,buy,1511765464
145492,3166878,866301,buy,1512025995
145612,4970441,690811,buy,1511828003
14570,3753199,980785,buy,1511680251
145831,2022606,3664107,buy,1512277317
146144,2933096,2920476,buy,1511775727
146218,670970,374584,buy,1511858720
146342,4427839,1508018,buy,1512265774
146527,5059178,4331400,buy,1512284790
146535,5151885,4804081,buy,1511596410
146636,4865312,1421972,buy,1512003609
146895,4705359,1686309,buy,1512226507
146949,3677415,1419417,buy,1512012983
147216,1808247,2945933,buy,1512191900
147273,3684313,1610764,buy,1512113677
147409,1858514,4654786,buy,1511680760
147487,413647,2131531,buy,1512052209
147746,819226,1813610,buy,1511922913
147892,1731697,3673049,buy,1512003564
147992,5162683,4462359,buy,1512040449
148043,1212685,4015820,buy,1512262133
148105,3440353,937407,buy,1512304460
148114,1500645,3607361,buy,1511773480
148140,953252,3087458,buy,1511712462
148149,2016327,3483675,buy,1511923569
1483,1696188,883960,buy,1511626352
148445,798536,3461823,buy,1511855048
148659,2184794,1299190,buy,1512031345
148696,238432,1045172,buy,1512195273
148794,2695831,1464116,buy,1512290935
148809,2877001,3087458,buy,1511873011
148845,4555318,1879194,buy,1512292627
149017,2818406,982926,buy,1511760620
149412,932432,5046132,buy,1512135929
14942,3333068,63690,buy,1512293929
149512,4187595,1464116,buy,1511575514
149567,4894485,3002561,buy,1511573034
149611,1694953,4022701,buy,1511875934
14962,1965680,1464116,buy,1512104196
149837,855702,2728585,buy,1512265423
149940,2145210,3800818,buy,1512139776
150113,990461,1575622,buy,1511610350
150284,4381566,3880463,buy,1512147042
150420,1947577,2735466,buy,1512276448
150492,1314345,466400,buy,1511811136
150501,3390839,1879194,buy,1511920577
15080,3031354,2735466,buy,1511878617
150800,4676678,2735466,buy,1511882206
150830,2516894,1879194,buy,1511716190
15111,607408,3607361,buy,1511594139
151231,2704379,4462359,buy,1512306712
151455,676683,3900668,buy,1511660075
15146,519633,2939262,buy,1511660505
151509,3080175,2581941,buy,1512090364
151605,1968058,2529187,buy,1512273036
15163,1655535,72526,buy,1511621589
151736,3414438,383749,buy,1511858321
15203,2678637,3415144,buy,1512195030
152229,3177257,1010656,buy,1511767800
152229,2851884,4181361,buy,1512281190
152229,647869,3371868,buy,1512307620
152252,1962765,4756105,buy,1511713824
15227,5079761,970338,buy,1512188180
152305,1393372,4756105,buy,1512310676
152611,3573731,3332130,buy,1511957489
152992,2908363,2288113,buy,1511753925
153047,2242536,1449177,buy,1512027491
153183,4219427,4533189,buy,1511546341
153197,1907526,2201685,buy,1512272480
153306,74876,4672807,buy,1512201808
153486,4355087,4107781,buy,1512140325
153717,4744441,5030562,buy,1512180063
153780,768780,2311290,buy,1511625049
153780,4827138,3299155,buy,1512223050
153880,1826964,2885642,buy,1512122328
154116,873471,3407883,buy,1511660337
154248,2926278,2733371,buy,1512312818
154799,4574710,4606718,buy,1511864625
154889,1569585,3695050,buy,1512087584
15498,370959,323851,buy,1512030912
155082,626133,1717476,buy,1511586241
155103,3497144,1817004,buy,1511769003
155292,4073435,3367924,buy,1511849272
155909,4346103,1198404,buy,1512013674
15596,3324804,2896142,buy,1512029150
155966,326420,3747017,buy,1512201056
156055,3066687,1669167,buy,1512224628
156064,45698,4181361,buy,1512012052
156236,4759462,3836451,buy,1511930912
156305,1156539,2066743,buy,1512129166
156466,1011170,590997,buy,1512097217
156621,4142430,2440115,buy,1512047028
157425,2808448,2409814,buy,1511617594
157538,4630731,1787510,buy,1512135232
15762,2083627,2355072,buy,1511758702
157988,16847,3720767,buy,1512146531
158094,3753199,980785,buy,1511685772
158675,1689504,4756105,buy,1511838651
158678,4854784,4145813,buy,1511588800
158803,2575265,2794147,buy,1511856140
158853,4774549,1023823,buy,1512135457
159136,4236426,1213320,buy,1511721898
159139,2683205,2297500,buy,1512130329
159534,4322328,1516409,buy,1512234956
159619,4141975,2979796,buy,1512182692
159781,1595308,4145813,buy,1512229547
160148,2143304,4719814,buy,1512128499
160271,614417,4703483,buy,1512085712
160490,1259090,411153,buy,1511673642
160494,119089,1320293,buy,1512212979
160645,149355,1573465,buy,1511668555
160662,2470094,3715096,buy,1511595160
160721,4479636,4301450,buy,1511751823
160855,2017594,4284875,buy,1512228616
161112,1540653,866301,buy,1512031447
161119,2146120,5063620,buy,1511582422
161309,3167804,446701,buy,1511755276
161358,2856386,3774512,buy,1511753429
161395,3141006,1879194,buy,1511867277
161480,3172409,4042890,buy,1512283061
162087,1092652,1074254,buy,1512282371
16230,3725457,3100520,buy,1511655765
162548,3503274,2492895,buy,1512028505
162572,4226295,1575622,buy,1511969274
163163,1945687,3866248,buy,1512181513
163293,3951141,1299190,buy,1512198778
163757,2964950,570735,buy,1511713208
163947,3894313,2288113,buy,1512110941
164082,3011928,1980111,buy,1511704421
164104,2975866,800581,buy,1511543847
164324,3025621,1920171,buy,1512128909
16438,1604678,5083254,buy,1512207658
164436,3387293,4145813,buy,1511710615
164454,874313,739663,buy,1511773050
164529,4205506,1620537,buy,1511837782
164529,378333,1379146,buy,1512277949
164741,2663383,4690421,buy,1511586214
164751,816737,3975787,buy,1511882240
164821,2827695,4145813,buy,1511882223
164860,2693295,3002561,buy,1512045916
16505,705437,542908,buy,1512224055
165157,3381388,5148857,buy,1511853241
165222,4721077,982926,buy,1511626185
165222,405258,1575622,buy,1512122410
165602,1910706,1516409,buy,1512289371
166156,2217431,466400,buy,1511712402
166885,1862127,1973012,buy,1512048982
166885,2205831,2774299,buy,1512170806
167059,3166878,866301,buy,1511969444
167432,1231431,1879194,buy,1512273886
167448,4113700,384755,buy,1511611068
167525,971801,2174838,buy,1511940655
167839,2573449,4135836,buy,1511669048
167945,4262973,3738615,buy,1511781397
167945,3036285,2969269,buy,1511857263
168202,2339193,2940518,buy,1511920449
168286,3535645,4159072,buy,1512002415
168518,4029840,149192,buy,1511797934
168565,483159,146830,buy,1512229351
16859,1273887,2733371,buy,1511610760
168835,211688,4656779,buy,1512001800
16886,4128901,3367924,buy,1511838593
169375,3810981,903809,buy,1512301443
169390,4607950,2218582,buy,1512222220
169420,1699047,4458428,buy,1512289407
169838,4123472,4145813,buy,1511789247
170284,1127705,3189162,buy,1511923149
170290,1807917,2462567,buy,1511591129
170480,3396902,3002561,buy,1512210056
170592,4885603,2572604,buy,1511878839
170702,2750483,4915680,buy,1511965390
170802,3954270,4145813,buy,1511916207
170830,2565415,4672807,buy,1511942502
171269,4756002,878813,buy,1512305820
171309,2237386,4217906,buy,1511598776
171516,1172244,2296439,buy,1512044959
171600,1882828,1988433,buy,1512112574
172320,2118725,2520771,buy,1512018774
172805,3010260,4159072,buy,1511770494
172976,2263525,4145813,buy,1511876205
173487,1224652,3747017,buy,1512192872
173636,1532998,3138705,buy,1511677343
174069,82120,1693998,buy,1511760875
174331,95089,4756105,buy,1512279596
174434,558048,767106,buy,1511684010
174511,3715112,883960,buy,1512202931
174594,4344296,2087597,buy,1512195450
174911,3533500,1464116,buy,1511964534
175021,1767094,3378887,buy,1512101253
175125,1734203,4458428,buy,1511625130
175223,3872030,2520771,buy,1511620687
175297,3513113,4731191,buy,1512219715
175297,3513113,4731191,buy,1512220040
175371,1479727,3002561,buy,1511769269
175517,891289,4826471,buy,1512268287
175594,951875,1637260,buy,1512183659
175594,3225901,739426,buy,1512296623
175595,3879512,3607361,buy,1512059488
175753,3865189,4789432,buy,1512091680
176383,3148330,2465336,buy,1511737383
176461,2745225,2495340,buy,1511753119
17662,2344996,149192,buy,1511614870
176837,3242045,1717476,buy,1511696858
177525,2461705,1029459,buy,1512301391
177613,2500376,4159072,buy,1512203349
177913,1874863,4169506,buy,1512309153
178047,608132,4643350,buy,1511722114
178153,3255579,35290,buy,1512009938
178269,3963444,4145813,buy,1511653539
17827,3979493,3897386,buy,1512283024
178284,2622884,4713427,buy,1511787347
178301,1085530,751494,buy,1511610226
178452,3839376,551706,buy,1512219637
178556,4545775,3506316,buy,1511610674
178614,4767123,874415,buy,1511874785
17870,1034078,1464116,buy,1511998044
178794,2282324,866301,buy,1511708519
178879,1034594,1421972,buy,1511618861
178907,3339362,866301,buy,1511920894
179003,614286,2436637,buy,1511786081
179110,4570070,570735,buy,1512203824
179597,5033862,3381583,buy,1512098906
179604,4679226,4170419,buy,1511786352
179626,4246450,3087458,buy,1511798293
179669,1645389,166326,buy,1512230621
179889,4731562,4801426,buy,1511765525
179981,777019,381850,buy,1512163013
180043,3947063,4145813,buy,1511918283
180046,3848679,1567637,buy,1512028713
18033,4927984,3209590,buy,1512269991
18065,99743,2529187,buy,1512263271
180942,3504111,4643350,buy,1512039482
181652,3655442,903809,buy,1511580547
181660,4736070,3886822,buy,1511877456
181660,5110350,965809,buy,1511969982
181678,755789,3392099,buy,1511905832
181837,5150732,1009182,buy,1511875941
181855,2333730,611849,buy,1512104244
182019,3207970,1595193,buy,1511697365
182138,2541514,4756105,buy,1511617738
18221,436655,4718907,buy,1511662538
182257,3666425,2476560,buy,1511661342
182328,926020,1051370,buy,1512092224
182467,3076976,960102,buy,1512122993
182708,550355,5063923,buy,1512297903
182825,1356312,1265358,buy,1511865382
182936,53750,1449177,buy,1512126412
182952,1993811,753984,buy,1511751419
183080,1059945,2885642,buy,1512138354
183089,3677861,1787510,buy,1512284170
1833,1846009,2735466,buy,1511872971
183518,3531820,4602841,buy,1511972771
183794,2248617,4242717,buy,1512050277
184054,2082770,4145813,buy,1512170715
184446,3194620,883960,buy,1511839827
18467,3202429,2436637,buy,1511943888
185073,4920109,982926,buy,1511943907
185090,543186,2042400,buy,1512267478
185090,4369666,685988,buy,1512267478
18536,1311417,3598912,buy,1512177918
18538,2614362,2465336,buy,1511716155
18540,1700991,4969568,buy,1512206963
185410,2071736,703487,buy,1512205704
185417,3262642,4138583,buy,1512025249
185598,3810714,1528133,buy,1511704345
185689,1063344,2520771,buy,1511837167
1857,2547193,4095810,buy,1511773551
185725,4309120,3738615,buy,1511871534
185725,1803641,119741,buy,1512129877
185983,613938,3102560,buy,1511717334
186200,2809337,570735,buy,1511799039
186306,462219,2735466,buy,1511934726
186306,718703,2735466,buy,1511963162
18634,4440086,1281171,buy,1512139003
186529,2555511,4762182,buy,1512037604
186816,4954861,2885642,buy,1512009121
186852,2701598,3002561,buy,1512047714
187005,1433052,542908,buy,1511716500
187169,921744,2891408,buy,1512207714
187516,1527928,2736436,buy,1511924894
18807,2334795,1943877,buy,1512214678
188080,5113097,4462359,buy,1512145156
188097,2852511,1189158,buy,1511948686
188223,554088,866301,buy,1511794226
188225,1082437,2885642,buy,1511678427
188381,4291,4558987,buy,1511674524
188383,4104767,1612623,buy,1511709711
18839,1438553,3592798,buy,1512227701
188449,674193,982926,buy,1512215126
188481,2981312,3432434,buy,1511594037
188490,4842033,1881956,buy,1511942621
